12:14	0
12:13	104
13:13	96
14:13	100
15:13	103
16:13	98
17:13	97
18:13	97
19:13	100
20:13	101
21:13	106
22:13	95
23:13	100
0:13	95
1:13	98
2:13	91
3:13	98
4:13	99
5:13	101
6:13	99
7:13	99
8:13	100
9:13	102
10:13	101
11:13	98
12:13	100
13:13	94
14:13	97
15:13	95
16:13	84
17:13	86
18:13	85
19:13	85
20:13	85
21:13	85
22:13	86
23:13	78
0:13	74
1:13	81
2:13	81
3:13	81
4:13	84
5:13	82
6:13	73
7:13	76
8:13	86
9:13	79
10:13	0
11:13	0
12:13	0
13:13	0
14:13	0
15:13	0
16:13	0
17:13	0
18:13	0
19:13	0
20:13	0
21:13	0
22:13	0
23:13	0
0:13	0
1:13	0
2:13	0
3:13	0
4:13	0
5:13	0
6:13	0
7:13	0
8:13	0
9:13	0
10:13	0
11:13	0
12:13	0
13:13	0
14:13	0
15:13	0
16:13	0
17:13	0
18:13	0
19:13	0
20:13	0
21:13	0
22:13	0
23:13	0
0:13	0
1:13	0
2:13	0
3:13	0
4:13	0
5:13	0
6:13	0
7:13	0
8:13	0
9:13	0
10:13	0
11:13	0
12:13	0
13:13	0
14:13	0
15:13	0
16:13	0
17:13	0
18:13	0
19:13	0
20:13	0
21:13	0
22:13	0
23:13	0
0:13	0
1:13	0
2:13	0
3:13	0
4:13	92
5:13	92
6:13	93
7:13	93
8:13	90
9:13	91
10:13	91
11:13	95
12:13	93
13:13	92
14:13	87
15:13	93
16:13	91
17:13	87
18:13	91
19:13	91
20:13	91
21:13	94
22:13	92
23:13	89
0:13	94
1:13	93
2:13	88
3:13	92
4:13	92
5:13	96
6:13	94
7:13	93
8:13	91
9:13	93
10:13	95
11:13	93
12:13	91
13:13	91
14:13	90
15:13	92
16:13	91
17:13	93
18:13	93
19:13	93
20:13	89
21:13	92
22:13	90
23:13	89
0:13	92
1:13	94
2:13	93
3:13	93
4:13	91
5:13	91
6:13	94
7:13	93
8:13	87
9:13	88
10:13	87
11:13	88
12:13	88
13:13	86
14:13	87
15:13	88
16:13	86
17:13	89
18:13	88
19:13	86
20:13	92
21:13	96
22:13	95
23:13	92
0:13	94
1:13	94
2:13	94
3:13	93
4:13	92
